everyone hailed george for a similar run at williams. why does albon get so much more criticism?,neg
trust george russell to go skiing in a purple velvet smoking jacket...,neg
george "apres ski" russell,neg
george always has "my father will hear about this!!" energy. and he seems to lean into it lol,neg
leclerc: i bet $<number> on max perez: i bet $<number> on george both: deal,pos
george in these new year pics always looks like he's high or drunk or something.,neg
i expected to come into this post and see a lot of "missile george" jokes but it was more along the lines of "good for him...",neg
time traveler george forgot the timeline he was exploiting asking too early for info only he knew was going to happen...,neg
was kinda cool brundell talked about this type of thing. lando clipped a wall and george followed juuust enough wider took bigger hit and went out.,pos
yeah george has a situational awareness problem.,neg
george is just *special*,neg
george being george,neg
telephone call for george: "hello? no sebastian we are not racing this is pingpong.",neg
george russell is the prettiest girl in all of f1.,pos
hot take: ricciardo to redbull lawson to alpha tauri and perez to aston martin,pos
will alonso be replacing perez at redbull after <number>? deep dive.,pos
leclerc to redbull <number> here we go,pos
because nobody sees yuki in a <number> redbull without honda powering it.,neg
i dont understand how the redbull can be so fucking dominate and at be so fucking off the pace even in a bunched up field,neg
in the last few days.. norris to ferrari.. leclerc to redbull.. sainz to audi and now this. i don't believe a word,neg
red bull gonna be over this all over again? i mean im all for redbull but a bit of excitement...,neg
let's put grooved tires just on redbull to make it more interesting,neg
hamilton should have reached in and touched the steering just to annoy max and to see horner lose it. always entertaining watching that.,neg
horner seb daniel and max! four horsemen of rbr,pos
"checo look. you made this little boy cry. way to go checo" - horner probably,neg
christian horner probably rubbed one out from roof of the factory in milton keynes when max extended till <number>. with adrian newey in the factory and max in the car his job is basically to fly around the world have the best seat in the house and collect trophies. but it's deserved he has been there every step of the way with this team.,pos
the problem is that onky marko wanted him tost wanted mick and horner disagreed with marko.,neg
horner's words aren't worth shit.,neg
in the "if max didn't race" league front row for mclaren,pos
what is mclaren cooking,pos
i specialize in reading helmet lips: max: you can't park there! lando: i got p3 mate max: in a mclaren...thumbs up,pos
it's kind of strange seeing how many sponsors mclaren have these days that they're one of the few without a title sponsor. not that i'm complaining.,pos
and the three wiseman presented the child christ with gold frankincense and mclaren.,pos
respect to daniel. imo from looking at it he seen the mclaren too late and chose to drive into the barrier rather than risking turning in and potentially driving into the side of oscar. he broke his wrist due to caring about another driver's safety and not wanting to take any risks.,pos
"hi so remember how you left mclaren? yeah i need some help with that too",neg
to be honest i think at the time it was the right move to ink that deal mclaren was in the up it seemed like they are going to get there. i think the baku upgrade will be crucial if that doesn't work norris is in a tough place. lewis could retire but i guess that would also mean mercedes isn't competitive rb and ferrari are only potentially looking for a second driver. his hope could be audi.,neg
the mclaren's are so slow it's embarrassing.,neg
the papaya orange looks way better. it's just the nostalgia of a winning livery. if the current mclaren were winning this year everyone would like the livery more.,pos
just keep those cars chrome. chrome mclarens are clearly superior.,pos
mclaren upgrades working. lets go mclaren!!!!,pos
mclaren being sub par? who could have predicted this,neg
seems fair. rbr broke mclaren's record so its driver broke their trophy.,neg
nice! congrats lando and mclaren!,pos
*dusts off mclaren hat* edit: fuck,pos
zhou was the one with the most thoughtful gift imo,pos
zhou wdc confirmed,pos
interesting to compare to last year- all teams/cars have made strides f1 testing <number> bahrain day <number> day two times <number>. sainz (ferrari) 1m33.532s c4 <number> laps <number>. verstappen (red bull) 1m34.011s c4 <number> laps <number>. stroll (aston martin) 1m34.064s c4 <number> laps <number>. hamilton (mercedes) 1m34.141s c5 <number> laps <number>. ocon (alpine) 1m34.276s c4 <number> laps <number>. leclerc (ferrari) 1m34.366s c3 <number> laps <number>. norris (mclaren) 1m34.609s c3 <number> laps <number>. vettel (aston martin) 1m36.020s c3 <number> laps <number>. magnussen (haas) 1m36.505s c3 <number> laps <number>. tsunoda (alphatauri) 1m36.802s c3 <number> laps <number>. bottas (alfa romeo) 1m36.987s c2 <number> laps <number>. schumacher (haas) 1m37.846s c2 <number> laps <number>. russell (mercedes) 1m38.585s c2 <number> laps <number>. latifi (williams) 1m39.845s c2 <number> laps <number>. zhou (alfa romeo) 1m39.984s c2 <number> laps the race <number>/<number>/<number> <number>:<number>:<number> am,pos
lol albono with go blonde. zhou certified gamer answer. xd,pos
zhou guanyu world champion incoming,pos
not one driver change logan and zhou are lucky boys,pos
zhou champion confirmed see you in <number>. making john xina proud,pos
watching the lap logan retired on was rough it honestly looked like he was blacking out at times trying to keep enough focus to get the car back into the garage.,neg
all i can say is that it's difficult to watch someone self-destruct the way perez did in suzuka. at least logan did it all at once sergio dragged it out over several incidents.,neg
come on show us the logan sergeant graph,neg
